total_population,median_income,unemployed,labor_force,housing_units,state_name,state,year,data_source,unemployment_rate
19994379,81386,638401,10279583,7604523,New York,36,2022,ACS_5yr_2022,6.210378378
10470214,66186,263374,5290874,4105232,North Carolina,37,2022,ACS_5yr_2022,4.977892121
776874,73959,12191,423612,320038,North Dakota,38,2022,ACS_5yr_2022,2.877869371
11774683,66990,300192,5998649,4789408,Ohio,39,2022,ACS_5yr_2022,5.004326808
3970497,61364,92216,1915098,1522711,Oklahoma,40,2022,ACS_5yr_2022,4.815210501
4229374,76632,119746,2169277,1680800,Oregon,41,2022,ACS_5yr_2022,5.520088029
12989208,73170,358729,6689654,5193727,Pennsylvania,42,2022,ACS_5yr_2022,5.362444754
3272382,24002,165697,1250216,1219658,Puerto Rico,72,2022,ACS_5yr_2022,13.2534698
1094250,81370,34616,592606,432219,Rhode Island,44,2022,ACS_5yr_2022,5.84131784
5142750,63623,128211,2517626,2023085,South Carolina,45,2022,ACS_5yr_2022,5.092535587
890342,69457,14552,471697,351182,South Dakota,46,2022,ACS_5yr_2022,3.085031281
6923772,64035,172829,3450165,2713635,Tennessee,47,2022,ACS_5yr_2022,5.009296657
29243342,73035,766007,14784312,10490553,Texas,48,2022,ACS_5yr_2022,5.181215061
3283809,86833,56860,1702399,1062819,Utah,49,2022,ACS_5yr_2022,3.339992563
643816,74014,13466,351783,265858,Vermont,50,2022,ACS_5yr_2022,3.827928012
8624511,87249,197001,4570843,3289776,Virginia,51,2022,ACS_5yr_2022,4.309948953
7688549,90325,197009,4010799,2979272,Washington,53,2022,ACS_5yr_2022,4.911963925
1792967,55217,47503,786112,716040,West Virginia,54,2022,ACS_5yr_2022,6.042777619
5882128,72458,105086,3129606,2425488,Wisconsin,55,2022,ACS_5yr_2022,3.357802867
577929,72495,11456,302838,234156,Wyoming,56,2022,ACS_5yr_2022,3.782880616
5054253,62027,112849,2358667,1969105,Alabama,1,2023,ACS_5yr_2023,4.784439686
733971,89336,20644,380935,267865,Alaska,2,2023,ACS_5yr_2023,5.419297255
7268175,76872,182184,3547314,2796790,Arizona,4,2023,ACS_5yr_2023,5.135829532
3032651,58773,71269,1405609,1189160,Arkansas,5,2023,ACS_5yr_2023,5.070328946
39242785,96334,1282259,20144078,13434847,California,6,2023,ACS_5yr_2023,6.365439014
5810774,92470,143373,3237720,2325576,Colorado,8,2023,ACS_5yr_2023,4.428208739
3598348,93760,109838,1953702,1420170,Connecticut,9,2023,ACS_5yr_2023,5.622044713
1005872,82855,25640,511321,396209,Delaware,10,2023,ACS_5yr_2023,5.014462539
672079,106287,25748,400621,321556,District of Columbia,11,2023,ACS_5yr_2023,6.427022048
21928881,71711,516132,10803556,8550911,Florida,12,2023,ACS_5yr_2023,4.777426988
10822590,74664,276950,5467313,4008013,Georgia,13,2023,ACS_5yr_2023,5.065559627
1445635,98317,35378,752761,488991,Hawaii,15,2023,ACS_5yr_2023,4.699765264
1893296,74636,34229,935761,693821,Idaho,16,2023,ACS_5yr_2023,3.657878454
12692653,81702,384790,6658874,5001904,Illinois,17,2023,ACS_5yr_2023,5.778604611
6811752,70051,148579,3456888,2681537,Indiana,18,2023,ACS_5yr_2023,4.298056518
3195937,73147,61411,1694191,1303763,Iowa,19,2023,ACS_5yr_2023,3.624797912
2937569,72639,59154,1534589,1160715,Kansas,20,2023,ACS_5yr_2023,3.854712891
4510725,62417,103267,2150592,1791991,Kentucky,21,2023,ACS_5yr_2023,4.801794111
4621025,60023,135734,2168876,1783168,Louisiana,22,2023,ACS_5yr_2023,6.25826465
1377400,71773,28048,718405,589085,Maine,23,2023,ACS_5yr_2023,3.904204453
6170738,101652,162773,3328517,2339510,Maryland,24,2023,ACS_5yr_2023,4.890255931
6992395,101341,199882,3892683,2762070,Massachusetts,25,2023,ACS_5yr_2023,5.134813187
10051595,71149,290715,5008264,4040168,Michigan,26,2023,ACS_5yr_2023,5.804705982
5713716,87556,122323,3115750,2282967,Minnesota,27,2023,ACS_5yr_2023,3.925956832
2951438,54915,79706,1340330,1131760,Mississippi,28,2023,ACS_5yr_2023,5.946744458
6168181,68920,127719,3121721,2484834,Missouri,29,2023,ACS_5yr_2023,4.09130092
1105072,69922,21045,564064,452683,Montana,30,2023,ACS_5yr_2023,3.730959607
1965926,74985,31428,1056798,786885,Nebraska,31,2023,ACS_5yr_2023,2.97388905
3141000,75561,107736,1595039,1183393,Nevada,32,2023,ACS_5yr_2023,6.754442995
1387834,95628,25914,772933,551186,New Hampshire,33,2023,ACS_5yr_2023,3.352683868
9267014,101050,304881,4961028,3478355,New Jersey,34,2023,ACS_5yr_2023,6.145520646
2114768,62125,58121,985090,825021,New Mexico,35,2023,ACS_5yr_2023,5.900070044
19872319,84578,632127,10226460,7668956,New York,36,2023,ACS_5yr_2023,6.18128854
10584340,69904,253256,5351978,4186924,North Carolina,37,2023,ACS_5yr_2023,4.732007493
779361,75949,11847,423728,325079,North Dakota,38,2023,ACS_5yr_2023,2.795897368
11780046,69680,290011,5996927,4829571,Ohio,39,2023,ACS_5yr_2023,4.835993501
3995260,63603,93199,1925085,1542780,Oklahoma,40,2023,ACS_5yr_2023,4.841292722
4238714,80426,116411,2172047,1701548,Oregon,41,2023,ACS_5yr_2023,5.359506493
12986518,76081,349819,6674961,5235339,Pennsylvania,42,2023,ACS_5yr_2023,5.240764703
3254885,25096,153090,1269847,1239243,Puerto Rico,72,2023,ACS_5yr_2023,12.0557831
1095371,86372,33634,593598,436902,Rhode Island,44,2023,ACS_5yr_2023,5.666124212
5212774,66818,124521,2552710,2070390,South Carolina,45,2023,ACS_5yr_2023,4.877992408
899194,72421,14163,475387,358552,South Dakota,46,2023,ACS_5yr_2023,2.9792569
6986082,67097,164163,3485218,2768743,Tennessee,47,2023,ACS_5yr_2023,4.710264896
29640343,76292,765912,15025019,10747240,Texas,48,2023,ACS_5yr_2023,5.09757758
3331187,91750,59150,1739665,1094896,Utah,49,2023,ACS_5yr_2023,3.4000799
645254,78024,12815,351168,269466,Vermont,50,2023,ACS_5yr_2023,3.649250501
8657499,90974,191415,4580910,3326260,Virginia,51,2023,ACS_5yr_2023,4.178536579
7740984,94952,198360,4043093,3020558,Washington,53,2023,ACS_5yr_2023,4.906144875
1784462,57917,45018,788145,721448,West Virginia,54,2023,ACS_5yr_2023,5.711893116
5892023,75670,102659,3125057,2446028,Wisconsin,55,2023,ACS_5yr_2023,3.285028081
579761,74815,11118,300480,238176,Wyoming,56,2023,ACS_5yr_2023,3.700079872
